Theta (radians),Mach,V_r,V_theta,P/P0,T/T0,rho/rho0
3.4103063597330516,2.9624096698541367,2.9620770064191677,-0.04439437000518316,0.028805689419602414,0.36295345543740803,0.07936469260194165
3.4103563597330515,2.9624117703855286,2.9620747795049853,-0.04468218816501989,0.028805598337969272,0.3629531275415605,0.07936451335488448
3.4104063597330514,2.9624138836616254,2.9620725382012636,-0.04496995157968527,0.028805506704018494,0.36295279765661026,0.07936433302071248
3.4104563597330513,2.9624160096693015,2.9620702825107394,-0.04525766025475677,0.02880541451832479,0.3629524657846127,0.07936415160055371
3.410506359733051,2.962418148395436,2.9620680124361503,-0.04554531419582577,0.028805321781462744,0.36295213192762277,0.07936396909553596
3.410556359733051,2.9624202998269125,2.962065727980232,-0.04583291340849755,0.02880522849400672,0.36295179608769446,0.07936378550678656
3.410606359733051,2.9624224639506207,2.9620634291457213,-0.0461204578983913,0.02880513465653086,0.36295145826688097,0.07936360083543245
3.410656359733051,2.962424640753456,2.962061115935354,-0.04640794767114008,0.028805040269609145,0.3629511184672349,0.07936341508260017
3.4107063597330507,2.962426830222318,2.962058788351866,-0.046695382732390815,0.028804945333815286,0.3629507766908076,0.07936322824941573
3.4107563597330506,2.9624290323441116,2.9620564463979924,-0.0469827630878043,0.028804849849722845,0.36295043293965024,0.07936304033700488
3.4108063597330505,2.9624312471057475,2.9620540900764687,-0.047270088743055175,0.028804753817905197,0.36295008721581284,0.07936285134649293
3.4108563597330503,2.962433474494141,2.9620517193900295,-0.04755735970383192,0.028804657238935515,0.3629497395213448,0.07936266127900482
3.4109063597330502,2.9624357144962143,2.9620493343414096,-0.04784457597583682,0.02880456011338667,0.3629493898582944,0.07936247013566486
3.41095635973305,2.9624379670988925,2.962046934933343,-0.04813173756478601,0.028804462441831432,0.36294903822870944,0.07936227791759716
3.41100635973305,2.9624402322891075,2.9620445211685644,-0.0484188444764094,0.028804364224842362,0.362948684634637,0.07936208462592538
3.41105635973305,2.962442510053796,2.962042093049807,-0.04870589671645071,0.028804265462991762,0.36294832907812297,0.0793618902617727
3.4111063597330498,2.9624448003798993,2.9620396505798037,-0.04899289429066742,0.028804166156851833,0.362947971561213,0.07936169482626207
3.4111563597330496,2.962447103254366,2.9620371937612884,-0.049279837204830805,0.028804066306994416,0.3629476120859514,0.0793614983205157
3.4112063597330495,2.9624494186641477,2.962034722596994,-0.049566725464725875,0.028803965913991265,0.362947250654382,0.07936130074565563
3.4112563597330494,2.962451746596203,2.9620322370896526,-0.0498535590761514,0.0288038649784139,0.3629468872685477,0.07936110210280344
3.4113063597330493,2.9624540870374942,2.962029737241997,-0.05014033804491989,0.028803763500833624,0.36294652193049065,0.07936090239308023
3.411356359733049,2.96245643997499,2.962027223056759,-0.050427062376857554,0.028803661481821587,0.3629461546422524,0.07936070161760685
3.411406359733049,2.9624588053956655,2.96202469453667,-0.050713732077804344,0.028803558921948587,0.36294578540587313,0.07936049977750338
3.411456359733049,2.9624611832864978,2.9620221516844616,-0.051000347153613894,0.028803455821785427,0.36294541422339305,0.07936029687388994
3.411506359733049,2.9624635736344724,2.962019594502865,-0.05128690761015354,0.028803352181902525,0.3629450410968507,0.07936009290788586
3.4115563597330487,2.962465976426578,2.9620170229946106,-0.051573413453304275,0.028803248002870232,0.3629446660282847,0.07935988788061032
3.4116063597330486,2.9624683916498116,2.9620144371624293,-0.05185986468896078,0.02880314328525852,0.3629442890197319,0.07935968179318177
3.4116563597330485,2.9624708192911715,2.9620118370090514,-0.052146261323031386,0.028803038029637348,0.36294391007322924,0.0793594746467186
3.4117063597330484,2.9624732593376644,2.9620092225372066,-0.05243260336143806,0.028802932236576304,0.36294352919081213,0.07935926644233844
3.4117563597330482,2.962475711776301,2.9620065937496247,-0.05271889081011641,0.028802825906644892,0.36294314637451586,0.07935905718115879
3.411806359733048,2.962478176594099,2.962003950649035,-0.05300512367501565,0.028802719040412254,0.36294276162637407,0.07935884686429641
3.411856359733048,2.962480653778078,2.962001293238167,-0.053291301962098615,0.028802611638447537,0.3629423749484205,0.07935863549286802
3.411906359733048,2.9624831433152665,2.9619986215197485,-0.05357742567734174,0.028802503701319496,0.36294198634268754,0.07935842306798958
3.411956359733048,2.962485645192696,2.9619959354965086,-0.05386349482673504,0.028802395229596774,0.3629415958112069,0.07935820959077686
3.4120063597330477,2.9624881593974055,2.961993235171175,-0.0541495094162821,0.028802286223847767,0.36294120335600943,0.07935799506234505
3.4120563597330476,2.9624906859164377,2.9619905205464763,-0.05443546945200006,0.028802176684640628,0.3629408089791252,0.07935777948380891
3.4121063597330474,2.9624932247368405,2.9619877916251394,-0.05472137493991964,0.02880206661254339,0.36294041268258354,0.07935756285628294
3.4121563597330473,2.9624957758456687,2.9619850484098915,-0.055007225886085066,0.028801956008123776,0.36294001446841273,0.07935734518088101
3.412206359733047,2.9624983392299806,2.96198229090346,-0.055293022296554105,0.028801844871949412,0.36293961433864075,0.07935712645871679
3.412256359733047,2.962500914876842,2.9619795191085707,-0.05557876417739804,0.02880173320458756,0.362939212295294,0.07935690669090321
3.412306359733047,2.9625035027733224,2.9619767330279507,-0.055864451534701653,0.028801621006605424,0.3629388083403988,0.07935668587855312
3.412356359733047,2.9625061029064974,2.9619739326643257,-0.05615008437456322,0.028801508278569896,0.3629384024759803,0.07935646402277867
3.4124063597330467,2.962508715263448,2.9619711180204216,-0.05643566270309449,0.028801395021047668,0.3629379947040626,0.07935624112469168
3.4124563597330466,2.96251133983126,2.9619682890989636,-0.05672118652642069,0.028801281234605323,0.3629375850266698,0.0793560171854037
3.4125063597330465,2.9625139765970254,2.961965445902677,-0.0570066558506805,0.028801166919809072,0.3629371734458242,0.07935579220602552
3.4125563597330464,2.9625166255478423,2.961962588434287,-0.05729207068202604,0.02880105207722494,0.36293675996354763,0.07935556618766762
3.4126063597330463,2.962519286670812,2.961959716696517,-0.05757743102662286,0.0288009367074189,0.3629363445818615,0.0793553391314403
3.412656359733046,2.962521959953043,2.9619568306920923,-0.05786273689064994,0.02880082081095651,0.3629359273027859,0.07935511103845308
3.412706359733046,2.9625246453816487,2.961953930423736,-0.058147988280299656,0.028800704388403223,0.3629355081283403,0.0793548819098152
3.412756359733046,2.962527342943748,2.961951015894172,-0.05843318520177779,0.02880058744032428,0.3629350870605434,0.07935465174663556
3.412806359733046,2.962530052626465,2.9619480871061237,-0.0587183276613035,0.02880046996728463,0.3629346641014129,0.07935442055002238
3.4128563597330457,2.9625327744169296,2.9619451440623137,-0.059003415665109325,0.028800351969849116,0.36293423925296586,0.07935418832108374
3.4129063597330456,2.962535508302276,2.9619421867654645,-0.05928844921944115,0.028800233448582315,0.3629338125172185,0.07935395506092714
3.4129563597330455,2.962538254269647,2.961939215218299,-0.05957342833055823,0.028800114404048466,0.36293338389618585,0.07935372077065941
3.4130063597330453,2.962541012306187,2.9619362294235385,-0.05985835300473314,0.028799994836811827,0.36293295339188264,0.07935348545138741
